Accession Code (sample#),Lake Name, DEC Code,Date,Z max (m),Sample Type,Sample Z (m),Sample Layer,Secchi (m),Conductivity (umhos),pH air eq,ANC (ueq/L),NH4-N (ug N/L),NH4+ (mg/L),NH4+ (ueq/L),DIC (mg/L),DOC (mg/L),F (mg/L),Cl (mg/L),Cl (ueq/L),NO3-N (mg N/L),NO3- (mg/L),NO3- (ueq/L),SO4-S (mg S/L),SO4-- (mg/L),SO4-- (ueq/L),Total P (ug/L),MRP    (ug P/L),TFP (ug/L),TN (mg/L),Chla (ug/L),Si (mg/l),Dissolved Silica SiO2 (mg/l),Na (mg/L),Na (ueq/L),K (mg/L),K (ueq/L),Fe (mg/L),Mg (mg/L),Mg (ueq/L),Ca (mg/L),Ca (ueq/L),Total Al (ug/L),Total mono Al (ug/L),Nonlabile mono Al (ug/L),Labile mono Ali (ug/L),Hydrologic Type,Watershed,Watershed area (ha),lake volume (m3),WA/SA ratio,surface area (ha),surface area (m2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9546880,North,0401007,8-Aug-95,15.00,G,14.00,Yh,5.95,20.00,5.53,37.90,200.00,0.26,14.15,,3.62,,0.41,11.45,0.48,2.13,34.16,1.12,3.37,67.37,3.30,2.50,3.50,0.70,0.18,2.27,4.86,0.62,26.66,0.29,7.25,0.78,0.38,31.16,1.76,86.41,361.00,160.00,65.00,95.00,TDL,black,8125.7,10106490,46.00,176.80,1768000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9546979,North,0401007,13-Sep-95,15.00,G,14.00,Yh,3.70,20.00,5.82,34.80,46.00,0.06,3.25,2.34,2.67,,0.49,13.80,0.27,1.19,19.06,0.82,2.47,49.37,10.90,4.78,2.40,1.29,0.66,0.29,0.62,0.61,26.23,0.32,8.00,1.90,0.19,15.58,1.19,58.18,485.00,79.00,0.00,79.00,TDL,black,8125.7,10106490,46.00,176.80,1768000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9646752,North,0401007,17-Jun-96,16.50,G,15.00,Yh,5.55,19.10,4.83,-2.44,90.00,0.12,6.37,1.68,6.45,,0.38,10.64,0.22,0.97,15.59,1.12,3.36,67.20,7.31,2.39,3.44,0.74,0.28,0.60,1.28,0.41,17.63,0.22,5.50,0.29,0.25,20.50,1.05,51.29,411.00,350.00,140.00,210.00,TDL,black,8125.7,10106490,46.00,176.80,1768000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9646814,North,0401007,22-Jul-96,15.60,G,14.00,Yh,3.20,17.70,5.02,-9.57,113.00,0.15,7.99,2.16,4.63,,0.70,19.60,0.25,1.12,17.93,1.36,4.08,81.60,5.85,1.22,2.13,0.54,0.25,0.50,1.07,0.40,17.20,0.22,5.50,0.47,0.27,22.14,1.03,50.61,440.00,310.00,120.00,190.00,TDL,black,8125.7,10106490,46.00,176.80,1768000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9646886,North,0401007,19-Aug-96,16.30,G,14.00,Yh,3.50,18.60,5.31,-7.98,200.00,0.26,14.15,1.13,5.13,,0.97,27.08,0.22,0.96,15.38,1.12,3.37,67.38,10.87,2.56,2.47,1.03,0.39,1.63,3.49,0.42,18.06,0.22,5.50,2.10,0.27,22.14,1.21,59.23,511.00,310.00,170.00,140.00,TDL,black,8125.7,10106490,46.00,176.80,1768000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9746848,North,0401007,14-Jul-97,15.50,G,14.50,Yh,4.90,19.30,5.18,-27.75,90.00,0.12,6.37,1.79,4.70,0.06,0.15,4.20,0.27,1.20,19.13,1.04,3.12,62.40,5.00,2.46,1.50,0.64,0.21,1.62,3.47,0.44,18.92,0.25,6.25,0.40,0.20,16.40,1.02,49.81,235.00,170.00,57.00,113.00,TDL,black,8125.7,10106490,46.00,176.80,1768000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9746921,North,0401007,18-Aug-97,14.70,G,14.00,Yh,3.70,17.90,5.63,4.57,250.00,0.32,17.68,2.41,5.30,0.03,0.16,4.48,0.22,0.97,15.59,1.24,3.72,74.40,10.90,0.50,1.80,1.02,0.20,1.74,3.72,0.43,18.49,0.29,7.25,2.09,0.29,23.70,1.42,69.43,509.00,260.00,170.00,90.00,TDL,black,8125.7,10106490,46.00,176.80,1768000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9846657,North,0401007,13-Jul-98,15.00,G,14.00,Yh,3.20,21.00,5.33,4.20,66.16,0.09,4.68,2.53,4.66,0.03,0.46,12.90,0.32,1.43,22.82,0.94,2.81,56.28,5.75,1.75,5.01,0.77,0.28,1.39,2.97,0.44,18.92,0.30,7.38,1.93,0.26,21.16,1.25,61.23,,189.46,81.15,108.31,TDL,black,8125.7,10106490,46.00,176.80,1768000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9846729,North,0401007,17-Aug-98,15.00,G,14.00,Yh,2.50,30.20,5.93,3.61,383.50,0.49,27.12,3.72,5.87,0.17,0.38,10.58,0.27,1.20,19.13,1.27,3.81,76.20,10.59,4.43,4.70,1.11,0.37,2.05,4.39,0.48,20.60,0.21,5.28,0.05,0.33,26.73,1.75,85.87,,103.86,52.04,51.82,TDL,black,8125.7,10106490,46.00,176.80,1768000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9946155,North,0401007,29-Jun-99,14.30,G,13.00,Yh,4.30,25.10,5.06,-15.09,47.58,0.06,3.37,2.04,2.94,0.01,0.22,6.16,0.36,1.59,25.51,1.30,3.90,78.00,4.49,0.50,1.14,0.56,0.32,2.04,4.36,0.48,20.68,0.24,5.95,0.20,0.30,24.52,1.36,66.69,250.84,147.09,43.44,103.65,TDL,black,8125.7,10106490,46.00,176.80,1768000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9946230,North,0401007,24-Aug-99,13.80,G,13.00,Yh,4.70,16.60,5.80,15.12,174.79,0.22,12.36,,1.66,0.05,0.27,7.56,0.24,1.06,17.01,1.33,3.99,79.80,6.33,3.10,9.97,0.76,0.74,1.97,4.22,0.77,32.94,0.28,6.93,1.84,0.30,24.52,1.10,53.95,475.45,97.86,40.87,57.00,TDL,black,8125.7,10106490,46.00,176.80,1768000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10046559,North,0401007,18-Jul-00,15.00,G,14.00,Yh,3.50,18.80,5.16,-2.74,43.74,0.06,3.09,2.57,3.25,0.05,0.23,6.50,0.24,1.07,17.15,1.38,4.13,82.56,4.51,3.57,1.28,0.55,1.79,1.98,4.24,0.42,17.93,0.23,5.78,0.25,0.26,21.65,1.37,66.89,366.97,144.37,62.53,81.84,TDL,black,8125.7,10106490,46.00,176.80,1768000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10046632,North,0401007,22-Aug-00,15.00,G,14.00,Yh,2.90,17.50,5.65,16.47,256.65,0.33,18.15,4.19,3.60,0.04,0.46,12.94,0.18,0.80,12.76,1.36,4.07,81.36,15.44,5.61,3.35,0.94,0.36,2.04,4.37,0.51,21.72,0.27,6.63,1.87,0.27,22.14,1.36,66.74,533.73,107.80,55.17,52.63,TDL,black,8125.7,10106490,46.00,176.80,1768000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10146066,North,0401007,17-Jul-01,15.00,G,14.00,Yh,2.20,19.20,5.31,5.94,204.00,0.26,14.43,2.37,3.52,0.03,0.18,5.15,0.43,1.89,30.26,1.16,3.48,69.60,6.38,2.37,1.47,0.92,0.14,1.61,3.45,0.43,18.58,0.26,6.58,0.46,0.25,20.42,1.26,61.94,398.00,145.76,14.75,131.01,TDL,black,8125.7,10106490,46.00,176.80,1768000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10146147,North,0401007,7-Aug-01,14.00,G,13.00,Yh,2.80,17.50,5.49,8.71,139.86,0.18,9.89,3.78,3.20,0.03,0.21,5.85,0.39,1.74,27.78,1.17,3.52,70.38,5.69,2.26,2.34,0.97,0.29,1.84,3.94,0.38,16.34,0.25,6.15,0.76,0.26,21.65,1.20,58.60,406.64,127.55,15.07,112.48,TDL,black,8125.7,10106490,46.00,176.80,1768000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10246069,North,0401007,13-Aug-02,13.50,G,12.00,Yh,3.30,21.10,5.42,12.38,122.86,0.16,8.69,2.52,3.00,0.06,0.30,8.29,0.19,0.82,13.11,1.37,4.12,82.44,5.70,3.00,1.77,0.73,0.24,2.27,4.86,0.55,23.69,0.25,6.15,1.26,0.28,23.21,1.35,66.25,439.02,134.76,64.33,70.43,TDL,black,8125.7,10106490,46.00,176.80,1768000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10246151,North,0401007,10-Sep-02,13.30,G,12.00,Yh,3.00,16.80,5.93,9.90,257.95,0.33,18.24,3.61,2.96,0.06,0.28,7.76,0.13,0.59,9.42,1.32,3.96,79.26,10.93,4.48,2.13,1.14,0.17,2.15,4.60,0.50,21.59,0.30,7.48,3.07,0.29,23.86,1.22,59.93,552.89,101.41,58.30,43.11,TDL,black,8125.7,10106490,46.00,176.80,1768000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10346071,North,0401007,15-Jul-03,14.50,G,13.00,Yh,3.50,18.40,5.15,3.76,116.36,0.15,8.23,,4.08,0.03,0.31,8.79,0.32,1.41,22.61,1.32,3.97,79.44,5.30,1.83,1.20,0.61,0.29,1.91,4.09,0.46,19.82,0.27,6.65,0.33,0.25,20.75,1.09,53.56,404.75,174.75,61.60,113.14,TDL,black,8125.7,10106490,46.00,176.80,1768000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10346158,North,0401007,12-Aug-03,,G,,Yh,,18.40,5.42,8.95,197.07,0.25,13.94,3.70,3.58,0.03,0.32,8.85,0.23,1.03,16.51,1.32,3.96,79.20,6.03,1.83,1.85,0.79,0.32,2.00,4.28,0.50,21.54,0.25,6.30,0.98,0.25,20.50,1.31,64.34,461.68,159.52,64.77,94.75,TDL,black,8125.7,10106490,46.00,176.80,1768000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10346185,North,0401007,4-Sep-03,14.00,G,12.00,Yh,2.30,17.40,5.44,6.73,180.28,0.23,12.75,,4.02,0.05,0.29,8.18,0.23,1.02,16.30,1.28,3.83,76.62,7.70,2.36,1.56,0.79,0.36,1.71,3.66,0.47,20.30,0.25,6.15,0.99,0.27,22.06,1.21,59.14,459.79,150.85,62.52,88.33,TDL,black,8125.7,10106490,46.00,176.80,1768000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10446071,North,0401007,6-Jul-04,14.50,G,13.00,Yh,3.60,16.40,5.18,3.00,96.07,0.12,6.80,2.34,2.54,0.03,0.21,5.77,0.23,1.04,16.58,1.35,4.04,80.76,3.02,0.50,0.50,1.00,0.20,1.52,3.25,0.51,21.76,0.28,6.98,0.35,0.30,24.76,1.12,54.64,363.55,136.35,46.33,90.02,TDL,black,8125.7,10106490,46.00,176.80,1768000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10446156,North,0401007,11-Aug-04,15.00,G,14.00,Yh,3.00,17.50,5.68,15.81,271.10,0.35,19.17,3.44,2.11,0.04,0.47,13.22,0.26,1.15,18.42,1.08,3.25,65.04,3.60,5.53,9.18,1.01,0.67,2.18,4.67,0.50,21.63,0.30,7.45,1.47,0.30,24.52,1.15,56.20,446.38,85.86,38.75,47.11,TDL,black,8125.7,10106490,46.00,176.80,1768000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10546072,North,0401007,19-Jul-05,16.00,G,15.00,Yh,2.80,18.00,5.61,8.16,153.00,0.20,10.82,3.18,2.53,0.04,0.40,11.09,0.32,1.43,22.96,1.13,3.39,67.80,5.57,2.64,0.50,0.89,0.28,1.95,4.17,0.57,24.38,0.32,7.95,1.12,0.28,23.12,1.09,53.31,433.47,117.92,53.10,64.81,TDL,black,8125.7,10106490,46.00,176.80,1768000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10546156,North,0401007,16-Aug-05,15.10,G,14.00,Yh,2.90,18.50,6.08,12.00,245.00,0.32,17.33,4.38,2.59,0.12,,,0.22,0.95,15.24,1.52,4.56,91.20,10.51,8.42,0.50,1.14,0.62,2.17,4.64,0.55,23.44,0.32,8.05,2.52,0.30,24.85,1.06,51.94,517.71,89.45,54.13,35.32,TDL,black,8125.7,10106490,46.00,176.80,1768000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10646070,North,0401007,18-Jul-06,15.30,G,14.00,Yh,2.50,15.30,5.49,11.78,164.50,0.21,11.64,3.30,2.40,0.04,0.29,8.18,0.25,1.11,17.72,1.21,3.63,72.60,8.95,4.14,2.04,0.73,0.07,1.97,4.22,0.51,21.80,0.23,5.73,0.79,0.26,21.24,1.16,56.60,441.17,98.25,33.78,64.46,TDL,black,8125.7,10106490,46.00,176.80,1768000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10646158,North,0401007,16-Aug-06,15.30,G,14.00,Yh,2.20,17.50,5.76,12.48,212.00,0.27,14.99,4.24,2.00,0.01,0.13,3.50,0.03,0.14,2.25,,,,10.23,6.17,1.58,0.92,0.45,1.83,3.92,0.54,23.26,0.24,5.95,1.69,0.26,21.65,1.11,54.44,517.56,79.17,34.48,44.68,TDL,black,8125.7,10106490,46.00,176.80,1768000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10746030,North,0401007,11-Jul-07,15.00,G,14.00,Yh,3.70,14.60,5.20,1.45,107.00,0.14,7.57,2.94,6.11,0.03,0.29,8.23,0.46,2.04,32.60,1.03,3.09,61.80,15.62,4.84,1.23,0.24,1.25,1.74,3.72,0.37,16.08,0.23,5.78,0.57,0.22,18.37,0.90,44.25,533.53,36.54,14.09,22.45,TDL,black,8125.7,10106490,46.00,176.80,1768000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10746072,North,0401007,30-Jul-07,15.00,G,13.00,Yh,4.20,14.70,5.37,6.10,131.50,0.17,9.30,3.63,2.90,0.03,0.37,10.42,0.33,1.46,23.39,0.85,2.54,50.82,8.44,6.17,1.08,0.86,0.62,1.77,3.79,0.37,15.87,0.25,6.15,0.69,0.21,17.38,0.99,48.41,395.60,119.45,44.90,74.55,TDL,black,8125.7,10106490,46.00,176.80,1768000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10846031,North,0401007,2-Jul-08,15.00,G,13.00,Yh,3.20,13.40,5.25,5.86,80.50,0.10,5.69,2.71,2.33,0.03,0.40,11.28,0.23,1.01,16.09,0.98,2.94,58.86,4.99,2.77,1.96,0.48,0.44,1.71,3.66,0.34,14.53,0.24,5.93,0.13,0.16,13.28,1.23,60.47,335.84,79.33,46.14,33.19,TDL,black,8125.7,10106490,46.00,176.80,1768000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10846072,North,0401007,7-Aug-08,15.30,G,14.00,Yh,2.90,10.10,5.59,6.07,226.00,0.29,15.98,,2.35,0.03,0.25,6.86,0.17,0.74,11.83,1.00,2.99,59.76,9.37,3.86,1.38,0.87,0.53,1.93,4.13,0.35,15.14,0.21,5.25,0.69,0.19,15.74,0.91,44.59,494.14,77.06,54.86,22.21,TDL,black,8125.7,10106490,46.00,176.80,1768000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11046031,North,0401007,7-Jul-10,14.60,G,14.00,Yh,1.70,16.30,5.94,20.05,183.00,0.24,12.94,3.14,3.10,0.03,0.31,8.62,0.19,0.84,13.46,1.27,3.81,76.20,10.53,4.45,1.14,0.73,0.50,0.37,0.79,0.60,25.89,0.23,5.73,0.92,0.22,17.71,0.75,36.95,420.90,82.49,51.40,31.09,TDL,black,8125.7,10106490,46.00,176.80,1768000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11046073,North,0401007,11-Aug-10,15.50,G,13.00,Yh,2.10,19.90,6.83,51.61,199.00,0.26,14.08,3.25,3.70,0.04,0.31,8.60,0.14,0.63,10.13,0.89,2.67,53.46,6.58,4.04,1.96,0.73,0.62,2.18,4.67,0.55,23.78,0.20,5.05,,0.22,18.20,0.91,44.69,508.18,75.55,54.02,21.53,TDL,black,8125.7,10106490,46.00,176.80,1768000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11146029,North,0401007,11-Jul-11,17.5,G,14.0,Yh,2.8,8.4,5.54,11.62,223.50,0.29,15.81,3.372,3.124,0.0250,0.321,8.988,0.199,0.881,14.102,0.705,2.115,42.300,6.343,6.100,2.117,1.009,0.73,1.61,3.45,0.363,15.609,0.265,6.625,1.15,0.199,16.318,0.960,47.040,483.579,127.766,79.007,48.759,TDL,black,8125.7,10106490,46.00,176.80,1768000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11146069,North,0401007,8-Aug-11,12.6,G,11.0,Yh,2.6,13.60,5.93,21.32,251.00,0.32,17.75,3.986,3.943,0.0250,0.487,13.636,0.154,0.682,10.913,0.723,2.169,43.380,13.882,0.500,3.144,1.048,0.33,1.57,3.36,0.370,15.910,0.267,6.675,2.18,0.200,16.400,0.946,46.354,441.55,84.700,56.368,28.332,TDL,black,8125.7,10106490,46.00,176.80,1768000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11246069,North,0401007,6-Aug-12,14.0,G,12.0,Yh,3.30,16.50,6.31,31.12,277.50,0.357,19.628,3.964,3.432,0.0482,0.279,7.812,0.136,0.602,9.638,0.768,2.304,46.080,10.604,6.730,0.381,1.365,1.06,2.07,4.43,0.514,22.102,0.259,6.475,2.110,0.289,23.698,1.713,83.937,532.64,93.146,63.087,30.06,TDL,black,8125.7,10106490,46.00,176.80,1768000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9446805,Queer,060329,20-Jun-94,16.5,I,7.0,Ye,7.50,21.00,5.40,4.70,25.00,0.03,1.77,0.78,2.61,,0.40,11.20,0.26,1.13,18.07,1.61,4.83,96.60,2.50,1.30,1.90,0.42,1.89,1.24,2.65,0.38,16.34,0.33,8.25,0.05,0.30,24.85,1.76,86.06,132.00,53.00,42.00,11.00,TDL,raquette,154.6,5960110.0,2.80,54.5,545000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9446871,Queer,060329,25-Jul-94,17.0,I,6.0,Ye,9.60,29.00,5.73,7.10,100.00,0.13,7.07,0.40,1.97,,0.39,10.92,0.23,1.01,16.16,1.73,5.19,103.80,4.80,1.10,0.50,0.40,4.12,1.11,2.38,0.37,15.91,0.35,8.75,0.05,0.30,24.93,2.35,115.22,106.00,54.00,36.00,18.00,TDL,raquette,154.6,5960110.0,2.80,54.5,545000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9446934,Queer,060329,23-Aug-94,17.2,I,6.0,Ye,10.25,26.00,5.56,-5.25,25.00,0.03,1.77,0.41,3.19,,0.45,12.60,0.20,0.90,14.39,1.60,4.80,96.00,2.60,1.00,1.70,0.36,1.09,1.10,2.35,0.41,17.63,0.35,8.75,0.05,0.33,26.65,2.11,103.27,87.00,50.00,26.00,24.00,TDL,raquette,154.6,5960110.0,2.80,54.5,545000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9546808,Queer,060329,13-Jun-95,16.5,I,4.0,Ye,7.50,20.00,5.56,-5.60,50.00,0.06,3.54,0.73,2.07,,0.64,17.98,0.25,1.11,17.79,1.63,4.89,97.80,2.50,1.00,1.10,1.46,0.29,1.14,2.44,0.49,21.07,0.41,10.25,0.05,0.33,27.06,1.63,79.65,99.00,44.00,16.00,28.00,TDL,raquette,154.6,5960110.0,2.80,54.5,545000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9546911,Queer,060329,15-Aug-95,16.0,I,6.0,Ye,8.90,17.80,5.47,-17.76,28.00,0.04,1.98,0.83,2.28,,0.15,4.20,0.32,1.43,22.82,1.65,4.96,99.23,2.70,0.50,0.50,0.71,0.56,1.10,2.35,0.47,20.21,0.36,9.00,0.05,0.33,27.06,1.39,68.02,56.00,19.00,19.00,0.00,TDL,raquette,154.6,5960110.0,2.80,54.5,545000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9546949,Queer,060329,6-Sep-95,16.5,I,7.0,Ye,9.40,18.00,5.78,54.30,8.00,0.01,0.57,0.40,6.10,,0.42,11.79,0.22,0.99,15.80,1.40,4.19,83.84,2.63,0.50,1.30,0.32,0.93,0.10,0.21,0.47,20.21,0.36,9.00,0.05,0.33,27.06,1.88,91.91,48.00,20.00,3.00,17.00,TDL,raquette,154.6,5960110.0,2.80,54.5,545000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9646729,Queer,060329,18-Jun-96,17.9,I,3.0,Ye,8.80,17.20,5.30,10.70,15.00,0.02,1.06,0.68,4.03,,0.38,10.64,0.23,1.02,16.30,1.36,4.08,81.60,2.07,0.50,0.50,0.47,0.27,0.30,0.64,0.46,19.78,0.31,7.75,0.05,0.32,26.24,1.24,60.56,149.00,130.00,0.00,130.00,TDL,raquette,154.6,5960110.0,2.80,54.5,545000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9646787,Queer,060329,18-Jul-96,21.3,I,4.0,Ye,8.00,17.30,5.53,3.78,22.00,0.03,1.56,0.56,3.37,,0.35,9.80,0.26,1.15,18.35,1.56,4.68,93.60,2.01,1.07,1.11,0.43,1.19,0.05,0.11,0.47,20.21,0.31,7.75,0.05,0.31,25.42,1.45,70.83,135.00,92.00,17.00,75.00,TDL,raquette,154.6,5960110.0,2.80,54.5,545000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9646857,Queer,060329,15-Aug-96,20.5,I,4.0,Ye,9.60,15.00,5.58,0.47,19.00,0.02,1.34,0.25,5.46,,0.44,12.21,0.26,1.13,18.07,1.70,5.09,101.88,2.61,0.50,1.18,0.48,1.14,1.03,2.20,0.48,20.64,0.30,7.50,0.10,0.33,27.06,1.28,62.94,109.00,42.00,20.00,22.00,TDL,raquette,154.6,5960110.0,2.80,54.5,545000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9746820,Queer,060329,8-Jul-97,19.9,I,4.0,Ye,8.25,18.80,5.59,-13.83,20.00,0.03,1.41,,2.90,0.15,0.36,10.08,0.29,1.28,20.55,1.58,4.74,94.80,4.20,1.41,1.30,0.52,0.54,1.22,2.61,0.50,21.50,0.37,9.25,0.19,0.31,25.42,1.68,82.34,191.00,68.00,19.00,49.00,TDL,raquette,154.6,5960110.0,2.80,54.5,545000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9746893,Queer,060329,12-Aug-97,18.2,I,5.0,Ye,7.80,18.90,5.73,2.05,30.00,0.04,2.12,0.25,2.70,0.08,0.30,8.40,0.29,1.28,20.55,1.60,4.80,96.00,3.30,0.50,1.00,0.50,0.60,1.09,2.33,0.47,20.21,0.38,9.50,0.05,0.39,31.90,1.81,88.57,87.00,52.00,15.00,37.00,TDL,raquette,154.6,5960110.0,2.80,54.5,545000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9846631,Queer,060329,8-Jul-98,22.0,I,3.0,Ye,7.50,18.20,5.56,2.94,27.97,0.04,1.98,0.50,4.05,0.03,0.55,15.53,0.28,1.22,19.56,1.38,4.14,82.76,2.94,,1.20,0.59,1.47,1.12,2.40,0.38,16.17,0.30,7.53,,0.32,26.49,1.79,87.67,,78.99,23.02,55.97,TDL,raquette,154.6,5960110.0,2.80,54.5,545000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9846703,Queer,060329,11-Aug-98,20.2,I,4.0,Ye,6.25,20.60,5.74,-6.10,17.07,0.02,1.21,0.25,3.15,0.08,0.37,10.36,0.24,1.06,17.01,1.46,4.38,87.60,1.50,1.00,1.30,0.45,1.75,1.12,2.39,0.47,20.25,0.43,10.80,0.05,0.33,27.14,2.03,99.34,,41.60,0.00,41.60,TDL,raquette,154.6,5960110.0,2.80,54.5,545000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9946132,Queer,060329,7-Jul-99,20.8,I,4.0,Ye,7.50,17.40,5.89,-3.24,24.82,0.03,1.76,0.25,1.87,0.04,0.29,8.12,0.25,1.11,17.72,1.49,4.47,89.40,2.17,0.50,1.77,0.42,0.66,1.20,2.56,0.49,21.07,0.34,8.48,0.10,0.35,28.45,1.21,59.29,38.69,23.66,0.00,23.66,TDL,raquette,154.6,5960110.0,2.80,54.5,545000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9946202,Queer,060329,17-Aug-99,22.0,I,6.0,Ye,8.10,17.00,5.97,1.83,14.61,0.02,1.03,,1.03,0.06,0.21,5.88,0.10,0.44,7.09,1.56,4.68,93.60,2.64,0.50,0.50,0.37,0.84,0.83,1.78,0.46,19.95,0.33,8.25,0.27,0.35,28.37,1.63,79.77,89.34,17.94,2.89,15.05,TDL,raquette,154.6,5960110.0,2.80,54.5,545000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10046531,Queer,060329,12-Jul-00,20.2,I,5.0,Ye,8.50,17.50,5.63,1.99,26.28,0.03,1.86,0.50,2.04,0.06,0.29,8.18,0.23,1.01,16.23,1.51,4.52,90.42,2.45,0.67,1.05,0.39,0.86,1.20,2.57,0.42,17.85,0.31,7.75,0.05,0.29,23.94,1.80,87.96,142.82,34.26,0.00,34.26,TDL,raquette,154.6,5960110.0,2.80,54.5,545000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10046603,Queer,060329,15-Aug-00,19.7,I,5.0,Ye,5.80,17.00,5.64,5.05,12.80,0.02,0.91,0.50,3.49,0.07,0.25,6.86,0.21,0.92,14.74,1.51,4.52,90.48,3.41,0.50,0.50,0.36,2.46,0.98,2.09,0.44,18.79,0.32,7.93,0.18,0.27,22.47,1.75,85.70,115.06,46.71,9.41,37.30,TDL,raquette,154.6,5960110.0,2.80,54.5,545000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
